idRestaurant,inspectionDate,violationCode,violationDescription,criticalFlag,score,grade,idInspection
50045504,2016-03-16,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,50,,8124591d-f722-479c-b457-221cdb1f5092
50002612,2015-08-31,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,13,A,fbb1e723-762d-4928-8ec3-e74b85a9a7a8
41381813,2013-01-31,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,5,A,60fb16c7-aa8d-49b2-ab71-6787ff7a29c2
40904248,2015-01-28,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,20,,6ba6d09c-bad4-434c-b252-3f9676b57346
40391259,2014-10-14,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,50,,de218ec6-a4e0-47cc-9daa-bd229494d413
50018785,2016-02-24,04M,Live roaches present in facility's food and/or non-food areas.,Critical,42,,912375f6-f72c-4ca8-96ba-b3f2fe2677ec
40400086,2015-03-18,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,12,A,ceeccba3-b6f2-4405-b0f3-6c26b58a3008
50049054,2016-08-09,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,20,,4b860dcf-b7f9-4b9b-9310-96d8b24d973b
41308334,2014-12-04,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,11,A,4c4dc9ec-a55d-42de-89c4-9930c2d198da
40571081,2016-04-25,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,16,,e54e70a2-0da2-4dbb-a37a-46b3f7d38ed1
40929097,2015-09-09,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,13,A,3d52901c-44b9-4f8a-b0f6-b9b5682a1587
41231878,2015-05-06,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,14,,18a9164e-ce61-4516-bc6c-372038a330f6
41462864,2013-09-27,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,27,,aac64254-1cc4-4bbb-9530-befa20adc441
40399372,2016-07-22,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,19,,80867921-4254-41d0-8afe-a6ae994fb54c
41114238,2014-03-19,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,45,,e472f0b5-f384-470c-90f7-fadc3c06963e
41288582,2015-02-26,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,5,A,f0242a43-01d6-4a10-9a16-a5cf91e8cfae
41633066,2015-01-15,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,5,A,7a5badd7-bfed-4449-a5ba-0c341f738379
41224979,2015-02-02,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,20,B,8f5102d9-8eed-48aa-a4c8-94697ee589b5
50047207,2016-04-20,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,17,,7852a489-b84b-4f91-8ffa-541084e17796
50044972,2015-12-31,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,2,Not Yet Graded,4ede06a0-11e0-4078-a7a6-02919e2b13d9
40994739,2016-04-23,15L,"Smoke free workplace smoking policy inadequate, not posted, not provided to employees.",Not Critical,0,,24b18814-4fe1-4c46-a4fb-9b9c70d59d4c
50004681,2014-05-03,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,9,A,82c1dd5a-62a2-4475-ab7f-1ffdc4b7c932
41583757,2014-03-10,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,17,,fa2405e0-219b-4e47-9e58-1a5625d11b6b
41634737,2014-05-19,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,8,A,420ab1db-f5b3-4ebe-9e02-61eb2ff32697
41699605,2013-06-06,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,9,A,dfec4da7-c70c-4433-ba38-47686cc33412
50016696,2015-12-29,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,18,B,1a911592-80cb-4f0f-b344-b5833922c982
50051232,1900-01-01,,,Not Applicable,0,,5af2d5ab-4719-4b2b-8f41-77b0d06a65a6
41652570,2016-08-04,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,12,A,ed8f103a-5b41-4ae9-adfc-a0e0fdb2f62c
50045598,2016-08-29,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,12,A,fb26545a-c49e-4c2f-a86a-074c6dbc6da4
40857661,2015-04-07,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,11,A,29d98e1b-81a7-4a8c-8b67-14af53d63f93
50043277,2016-03-18,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,8,,9024e585-5890-49f5-ab5f-1841241f99b4
41721961,2015-06-22,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility's food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,34,,bd034c6c-69c0-4b2a-99f1-2086c107d31a
50044360,2015-12-09,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,22,,123999a2-b6c8-4892-b7e3-6ace75062b6b
41253988,2016-01-28,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,7,A,e99d3445-5e33-42aa-95fa-676d35f6c169
40726247,2016-05-27,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,10,,bd215f9d-ff40-4f32-abc2-3bfd3d9114e5
40564078,2015-06-18,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12,A,47f22e5b-fd18-4cff-8f23-cc3421e07c6c
50011938,2015-02-03,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,4,A,1574e988-87d2-4553-8e5e-eb774832240a
41562412,2016-02-04,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7,A,2339d755-9c3d-450f-bc4b-b18bb0eb96d8
41618644,2015-02-09,09C,Food contact surface not properly maintained.,Not Critical,18,,45cf0fb1-4171-4cf4-8f76-7b457b2bb229
41468822,2013-09-21,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,,c02743b8-b255-4598-bc2d-bb83efbc3ec7
40391272,2013-09-04,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility's food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,43,C,085a6ef5-cbbd-483d-9462-d39037615cf8
41704348,2013-12-30,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,10,A,8f74da5f-64a8-401f-a28e-52c55947962c
50038374,2015-10-28,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,11,A,0ba910bf-4bc0-461c-ae2a-eeb9cbeac3dc
41682323,2014-04-03,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,A,2ba1cc6a-91fb-405d-8964-a22f82107568
50007930,2014-10-28,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,12,A,f7512a90-8e8a-4fa6-aaeb-6ed723286f91
41639167,2013-07-03,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,33,,e5242543-d3b6-49fc-aa2a-70d2f1d1cea9
50000478,2014-12-15,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,28,,c71f1451-3894-40aa-9ad1-b2be6d1d3375
41643576,2014-12-29,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,16,,0e587fc7-29f9-46fe-bc42-71e1221dc1b1
50002718,2014-01-30,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",Not Critical,0,,dad0bd84-6aa8-4f66-ad56-64619118116e
41344869,2014-10-10,03B,"Shellfish not from approved source, improperly tagged/labeled; tags not retained for 90 days.",Critical,20,,9ae75f8c-f03e-4ab9-bc5f-b108e68aa19c
41218543,2013-04-24,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,15,,3e00687c-4d99-43d4-8db0-31702ececd85
41429354,2016-08-30,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,24,,15dc4e9e-a223-4880-b4e9-bda977ffa960
41146469,2016-02-16,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,15,,69efc9d9-61ee-469a-af20-724e91e15080
41214993,2014-10-21,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,22,B,ec7835aa-218e-47ef-951a-6ee8eb35fa3c
41475992,2016-02-02,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,21,,c12bec63-21d4-4d5f-8283-2c579d5b28db
50005627,2016-01-22,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,21,,c77ee378-30a8-475d-bdc4-bd040616b4de
40401060,2015-11-25,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,43,C,4273cb3c-fdb8-4349-aa99-3b77273d3038
50014392,2015-08-10,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,57,C,2732bbbd-c11f-4bd1-9b26-cdeba53631b0
41629953,2013-08-29,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,10,A,779bb72d-bc2c-48f9-a99d-c5082ba78501
41691396,2016-02-09,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,9,P,96b80d2c-c035-438f-951e-30ecc97e8596
40394749,2014-04-01,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,13,A,8a91cb7e-bea3-46a7-b92f-f609cb33273c
40737995,2016-05-20,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,15,,1189f705-3179-447c-a54a-cd98d9bb7126
41298880,2015-05-12,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A,0890e935-0c8a-4e35-ade1-da8f49378482
