idRestaurant,name,borough,buildingnum,street,zipcode,phone,cuisineType,inspectionDate,violationCode,violationDescription,criticalFlag,score,grade
41472510,LITTLE OCHIE JAMAICAN CUISINE,MANHATTAN,2492,7 AVENUE,10030,2122346300,Caribbean,2015-03-10,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,18,
50011919,BRICKLANE CURRY HOUSE,MANHATTAN,99,2ND AVE,10003,2129792900,Indian,2016-09-29,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,53,
40929097,PIANOS,MANHATTAN,158,LUDLOW STREET,10002,2125053733,American,2014-06-23,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,16,B
50002603,SEABIRD,MANHATTAN,361,6TH AVE,10014,2124149500,Seafood,2016-03-07,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,48,C
41068567,CELLAR BAR - THE BRYANT PARK HOTEL,MANHATTAN,40,WEST   40 STREET,10018,2126422211,American,2013-09-04,10J,''Wash hands' sign not posted at hand wash facility.,Not Critical,26,
41495562,YO-YO FRITAILLE,BROOKLYN,1758,NOSTRAND AVENUE,11226,7186761637,Creole,2015-06-17,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,21,B
50004726,Fire Grilled Burgers,STATEN ISLAND,1077,BAY ST,10305,7188161740,American,2014-05-29,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,7,A
50035307,Razor's Bar & Lounge,BROOKLYN,87,CENTRAL AVE,11206,3472685638,Spanish,2016-09-23,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,27,Z
41710633,TAGINE,MANHATTAN,221,WEST   38 STREET,10018,6463268014,Moroccan,2014-09-23,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,21,
50050977,CRABHOUSE,QUEENS,203,BORDEN AVE,11101,7187070231,Seafood,2016-09-15,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility's food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,21,
41568286,BOSIE TEA PARLOR,MANHATTAN,10,MORTON STREET,10014,2123529900,CafÃƒÂ©/Coffee/Tea,2014-02-11,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,18,
40398150,CJ SULLIVAN'S,QUEENS,21310,41 AVENUE,11361,7182240060,American,2014-07-30,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,27,
40368271,CHERRY TAVERN,MANHATTAN,441,EAST    6 STREET,10009,2127771448,American,2015-05-19,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,19,B
41560911,ANTALIA TURKISH CUISINE,MANHATTAN,17,WEST   45 STREET,10036,2122213333,Turkish,2013-11-20,04M,Live roaches present in facility's food and/or non-food areas.,Critical,14,
50010568,CHUANG CHEF,QUEENS,5527,108TH ST,11368,7182718686,Chinese,2014-05-19,10D,"Mechanical or natural ventilation system not provided, improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.",Not Critical,5,A
41453390,CANNERY,MANHATTAN,765,9 AVENUE,10019,2123972377,American,2014-05-06,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,10,A
41717742,ACCRA RESTAURANT,MANHATTAN,2065,7 AVENUE,10027,6469825616,African,2016-07-21,05F,Insufficient or no refrigerated or hot holding equipment to keep potentially hazardous foods at required temperatures.,Critical,41,
41706796,FOREST HILLS DINER,QUEENS,6860,AUSTIN STREET,11375,7189977744,American,2015-06-04,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,11,A
41352783,MITOUSHI SUSHI,STATEN ISLAND,10,AKRON STREET,10314,7189835063,Japanese,2013-12-03,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,17,
50019204,ESCAPE INTERNATIONAL CUISINE,BRONX,1841,HOBART AVE,10461,7186841860,American,2015-09-02,16B,"The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturer's documentation not maintained on site.",Not Critical,0,
41504498,TASTE DELI AND GRILL,QUEENS,10702,101 AVENUE,11416,7183226540,Delicatessen,2016-06-08,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,20,
40888633,SAN LOCO,MANHATTAN,111,STANTON STREET,10002,2122537580,Mexican,2014-10-22,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,44,
41700903,CHINA KING FOOD,QUEENS,8902,165 STREET,11432,3473229599,Asian,2015-06-12,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A
41640282,GYU-KAKU,MANHATTAN,321,WEST   44 STREET,10036,6466929115,Japanese,2016-08-30,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,22,
40403917,P.S. GOURMET (CAFE ON 8),MANHATTAN,754,5 AVENUE,10019,2128728830,American,2013-09-23,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,11,A
41489786,LAO BEI FANG DUMPLING & HAND-DRAWN NOODLE HOUSE,QUEENS,8305,BROADWAY,11373,7186393996,Chinese,2013-08-05,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,21,B
50000828,Patea,MANHATTAN,135,MOTT STREET,10013,2122266808,CafÃƒÂ©/Coffee/Tea,2016-03-28,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,9,A
50043286,TUT'S HUB,QUEENS,3091,STEINWAY ST,11103,7189328000,Middle Eastern,2016-03-25,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,11,A
41705491,SABOR TORIBIO RESTAURANT,BROOKLYN,446,WILSON AVENUE,11221,3474421160,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2016-02-24,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,5,
41485121,BOHEMIAN BEER GARDEN,QUEENS,2919,24 AVENUE,11102,7182744925,Czech,2015-03-04,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8,
50016449,GOLDEN WOK RC INC,QUEENS,4218,43RD AVE,11104,7183922333,Chinese,2015-12-03,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12,A
50004655,RAMONA,BROOKLYN,113,FRANKLIN ST,11222,3472278164,French,2015-12-05,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,7,A
50044135,FITNESS AND NUTRITION CENTER,BRONX,705,MELROSE AVE,10455,3472242617,"Juice, Smoothies, Fruit Salads",2016-05-14,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Critical,10,A
40948382,NEW COUNTRY HOUSE,BROOKLYN,887,FULTON STREET,11238,7187838652,American,2015-10-26,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,2,A
41550400,EL MIXTECO,BROOKLYN,192,AVENUE U,11223,7183723550,Mexican,2016-02-19,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A
41020436,GROUNDED,MANHATTAN,28,JANE STREET,10014,2126470943,CafÃƒÂ©/Coffee/Tea,2015-05-04,09A,Canned food product observed dented and not segregated from other consumable food items.,Not Critical,13,A
40925259,CAFE LUNA,STATEN ISLAND,31,PAGE AVENUE,10309,7182278582,Italian,2014-10-22,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,26,
40800121,CURVES GENTLEMAN'S CLUB,STATEN ISLAND,2945,ARTHUR KILL ROAD,10309,7189664477,American,2015-02-12,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,10,A
41698238,MCDONALD'S,BRONX,3550,CONNER ST,10475,7189942083,American,2014-12-18,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11,A
41647210,SPRINGFIELD & LA BARI PIZZERIA,QUEENS,13613,FARMERS BLVD,11434,7182765800,Pizza,2016-06-06,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,10,A
50043352,KING WOK,QUEENS,22521,MERRICK BLVD,11413,7187121899,Chinese,2016-06-16,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,18,
41705814,XIN RONG,BRONX,741,HUNTS POINT AVE,10474,7189912890,Chinese,2013-07-24,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,25,
50015282,BLUEBIRD FOOD & SPIRITS,BROOKLYN,504,FLATBUSH AVE,11225,7182820085,American,2015-11-10,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,25,
41614029,LUKE'S LOBSTER,MANHATTAN,93,EAST    7 STREET,10009,2123878487,Seafood,2014-03-13,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,11,A
50035647,CROWN FRIED CHICKEN PIZZA & COFFEE SHOP,BROOKLYN,308,TOMPKINS AVE,11216,7184838999,Chicken,2016-08-11,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,42,
41664800,THE KING OF EMPANADAS,QUEENS,3755,108 STREET,11368,7188031699,Spanish,2014-01-07,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,23,
50010287,BAR 245,BROOKLYN,245,S 1ST ST,11211,7185992455,American,2015-03-27,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,13,A
41658866,DELI DOROJ FRIED CHICKEN AND PIZZA,BROOKLYN,2637,86 STREET,11223,7182652540,Sandwiches,2016-02-18,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,A
41025359,SMILERS,MANHATTAN,554,5 AVENUE,10036,2128406580,American,2015-10-21,04M,Live roaches present in facility's food and/or non-food areas.,Critical,11,A
40390653,KUM KAU KITCHEN,BROOKLYN,463,MYRTLE AVENUE,11205,7186381850,Chinese,2015-02-24,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A
41021991,EXTRA VIRGIN,MANHATTAN,259,WEST    4 STREET,10014,2126919359,Mediterranean,2014-03-15,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Critical,59,
41265157,LYDIG COFFEE SHOP,BRONX,721,LYDIG AVENUE,10462,7188294517,American,2014-07-17,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,11,A
41575897,SAN CAFFE,QUEENS,5636,61 STREET,11378,3474309748,Bakery,2014-03-22,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,12,A
50010285,FOOLS GOLD,MANHATTAN,145,E HOUSTON ST,10002,2126732337,American,2014-07-02,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,17,B
40383009,CHA CHA'S BACKYARD GARDEN BAR & CAFE,MANHATTAN,113,MULBERRY STREET,10013,2124319755,Italian,2013-11-19,20F,Current letter grade card not posted.,Not Critical,0,
41055817,BLAKE BAKERY & TAKE OUT FOOD,BROOKLYN,1681,NOSTRAND AVENUE,11226,7186935133,Caribbean,2014-09-09,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,83,
50047906,PIZZA,MANHATTAN,51,COLUMBIA ST,10002,2122289488,Pizza,2016-07-11,05H,"No facilities available to wash, rinse and sanitize utensils and/or equipment.",Critical,38,
40391699,H & H MIDTOWN BAGELS EAST,MANHATTAN,1551,2 AVENUE,10028,2127347441,Bagels/Pretzels,2015-03-02,04M,Live roaches present in facility's food and/or non-food areas.,Critical,43,
50002470,PIZZETTERIA BRUNETTI,MANHATTAN,626,HUDSON STREET,10014,2122555699,Pizza,2015-02-19,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,14,
